ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,LONGITUD,LATITUD,ALTITUD,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M
09,Ciudad de México,009,Milpa Alta,0139,Teatlaco," 98°59'28.343"" W","19°11'25.320"" N",2440,165,94,71,7,6,1,158,88,70,154,86,68,139,77,62,130,72,58,113,66,47,5,3,2,14,8,6,20,12,8,9,5,4,17,6,11,30,18,12,57,8,6,2
09,Ciudad de México,009,Milpa Alta,0140,Tlaloxtoc (Ejidos de Tecoxpa)," 98°58'49.972"" W","19°11'48.307"" N",2334,19,11,8,0,0,0,19,11,8,18,10,8,14,8,6,12,7,5,12,7,5,2,1,1,3,2,1,5,3,2,2,1,1,0,0,0,1,1,0,6,3,1,2
09,Ciudad de México,009,Milpa Alta,0141,Tezquizco," 99°05'09.675"" W","19°12'17.026"" N",2630,11,4,7,1,1,0,10,3,7,10,3,7,8,3,5,8,3,5,8,3,5,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0
09,Ciudad de México,009,Milpa Alta,0142,Atuzanco," 99°03'19.113"" W","19°12'32.832"" N",2553,20,10,10,1,1,0,19,9,10,19,9,10,17,9,8,15,9,6,15,9,6,0,0,0,2,0,2,4,0,4,2,0,2,0,0,0,5,3,2,7,1,1,0
09,Ciudad de México,009,Milpa Alta,0147,El Potrero," 99°05'35.066"" W","19°12'38.680"" N",2568,23,15,8,2,2,0,21,13,8,21,13,8,16,9,7,15,8,7,14,8,6,1,1,0,4,3,1,4,3,1,1,1,0,1,0,1,0,0,0,6,3,2,1
09,Ciudad de México,009,Milpa Alta,0151,Miquixpa," 99°06'02.834"" W","19°11'14.728"" N",2821,50,27,23,2,1,1,48,26,22,46,25,21,40,21,19,33,17,16,31,15,16,3,2,1,5,3,2,11,7,4,7,4,3,2,2,0,8,3,5,15,0,0,0
09,Ciudad de México,009,Milpa Alta,0152,San Lorenzo Tlacoyucan," 99°01'53.120"" W","19°10'34.761"" N",2616,4288,2186,2102,176,88,88,4112,2098,2014,3975,2025,1950,3434,1766,1668,3250,1680,1570,3056,1581,1475,211,111,100,467,221,246,480,221,259,184,86,98,194,99,95,498,245,253,1181,495,259,236
09,Ciudad de México,009,Milpa Alta,0154,Rinconada del Teoca," 99°05'21.701"" W","19°12'32.225"" N",2603,134,67,67,8,6,2,126,61,65,120,58,62,104,51,53,98,47,51,89,42,47,7,4,3,15,6,9,15,8,7,6,4,2,9,5,4,15,10,5,39,11,4,7
09,Ciudad de México,009,Milpa Alta,0155,Tepexomulco," 99°03'22.178"" W","19°12'16.390"" N",2515,123,58,65,3,1,2,120,57,63,117,56,61,98,48,50,89,45,44,82,42,40,6,3,3,16,6,10,22,6,16,9,3,6,7,3,4,17,6,11,30,13,7,6
09,Ciudad de México,009,Milpa Alta,0156,Temoclaluca," 99°04'47.964"" W","19°11'44.774"" N",2649,32,11,21,1,0,1,31,11,20,30,11,19,27,10,17,24,9,15,21,7,14,3,0,3,1,1,0,4,2,2,3,1,2,3,2,1,2,0,2,7,5,2,3
09,Ciudad de México,009,Milpa Alta,0158,Malacaxco," 99°03'54.024"" W","19°11'52.554"" N",2534,314,145,169,15,6,9,299,139,160,286,133,153,243,116,127,222,106,116,200,94,106,21,9,12,35,14,21,44,21,23,21,10,11,22,12,10,40,17,23,87,22,7,15
09,Ciudad de México,009,Milpa Alta,0159,Cuatlixco," 99°03'49.552"" W","19°11'41.447"" N",2543,13,8,5,0,0,0,13,8,5,13,8,5,11,7,4,10,6,4,9,5,4,1,1,0,1,0,1,2,1,1,1,1,0,1,1,0,3,2,1,6,0,0,0
09,Ciudad de México,009,Milpa Alta,0161,Coametzu," 99°03'29.103"" W","19°11'18.563"" N",2617,302,148,154,16,8,8,286,140,146,276,137,139,231,117,114,212,106,106,190,97,93,16,6,10,39,17,22,45,22,23,19,11,8,22,9,13,48,25,23,91,11,6,5
09,Ciudad de México,009,Milpa Alta,0163,Cuauhtunco," 99°02'42.440"" W","19°13'01.534"" N",2493,260,124,136,11,6,5,249,118,131,243,117,126,210,100,110,196,96,100,177,90,87,12,3,9,27,15,12,37,18,19,14,4,10,19,6,13,39,18,21,83,14,6,8
09,Ciudad de México,009,Milpa Alta,0166,La Era," 99°02'12.535"" W","19°12'58.264"" N",2539,7,3,4,0,0,0,7,3,4,6,2,4,6,2,4,6,2,4,6,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,2,0,0,0
09,Ciudad de México,009,Milpa Alta,0167,Tepetenco," 99°02'14.650"" W","19°12'15.931"" N",2477,303,160,143,8,5,3,295,155,140,283,150,133,248,132,116,220,114,106,203,105,98,16,7,9,31,16,15,46,29,17,28,18,10,17,9,8,38,16,22,88,27,10,17
09,Ciudad de México,009,Milpa Alta,0168,San Isidro Cuatepec," 99°00'27.765"" W","19°13'08.535"" N",2375,1063,557,506,43,20,23,1020,537,483,980,515,465,834,437,397,776,407,369,715,374,341,65,38,27,121,62,59,146,72,74,58,30,28,61,33,28,127,70,57,323,62,30,32
09,Ciudad de México,009,Milpa Alta,0169,Xaluis," 99°03'19.035"" W","19°11'05.922"" N",2623,191,89,102,9,6,3,182,83,99,174,80,94,144,70,74,134,66,68,124,63,61,13,4,9,25,9,16,27,11,16,10,4,6,10,3,7,23,13,10,52,10,6,4
09,Ciudad de México,009,Milpa Alta,0171,Tepetipac," 98°59'39.855"" W","19°12'25.371"" N",2280,277,152,125,12,8,4,265,144,121,254,139,115,217,117,100,203,110,93,184,102,82,19,12,7,29,15,14,31,16,15,14,7,7,19,8,11,35,22,13,91,16,9,7
09,Ciudad de México,009,Milpa Alta,0172,Tlatlalahuaya," 99°03'15.430"" W","19°11'00.826"" N",2640,48,26,22,5,3,2,43,23,20,41,23,18,36,20,16,33,18,15,30,17,13,2,0,2,5,3,2,7,5,2,3,2,1,3,1,2,9,5,4,15,4,2,2
09,Ciudad de México,009,Milpa Alta,0173,Texunco (Camino Real a Tlaltenami)," 99°03'42.175"" W","19°10'47.627"" N",2718,65,37,28,4,2,2,61,35,26,61,35,26,53,30,23,49,28,21,49,28,21,0,0,0,8,5,3,8,5,3,4,2,2,0,0,0,10,5,5,21,8,4,4
09,Ciudad de México,009,Milpa Alta,0174,Mecalco (Camino al Mirador)," 99°01'12.748"" W","19°10'51.069"" N",2521,232,118,114,9,3,6,223,115,108,215,111,104,183,94,89,172,85,87,160,81,79,10,5,5,30,16,14,28,16,12,11,9,2,12,4,8,24,14,10,61,24,13,11
09,Ciudad de México,009,Milpa Alta,0176,Zacatonco," 99°00'59.896"" W","19°10'51.497"" N",2543,359,177,182,16,8,8,343,169,174,327,160,167,285,136,149,267,131,136,246,119,127,22,14,8,36,19,17,43,17,26,18,5,13,21,12,9,56,22,34,105,28,14,14
09,Ciudad de México,009,Milpa Alta,0178,Xali," 99°01'53.464"" W","19°10'12.803"" N",2726,84,40,44,3,1,2,81,39,42,78,39,39,63,32,31,53,28,25,53,28,25,4,1,3,14,6,8,18,8,10,10,4,6,0,0,0,8,4,4,18,8,4,4
09,Ciudad de México,009,Milpa Alta,0185,Zacazontlipac," 99°06'18.599"" W","19°11'45.074"" N",2681,363,181,182,12,6,6,351,175,176,340,170,170,307,153,154,289,146,143,275,140,135,14,6,8,30,16,14,38,18,20,18,7,11,14,6,8,52,31,21,116,34,18,16
09,Ciudad de México,009,Milpa Alta,0187,Santa Catarina (Piedra Blanca)," 99°04'43.115"" W","19°12'40.444"" N",2620,177,87,90,0,0,0,177,87,90,173,86,87,158,78,80,149,73,76,140,71,69,8,3,5,11,6,5,17,9,8,9,5,4,9,2,7,22,11,11,49,29,12,17
09,Ciudad de México,009,Milpa Alta,0188,Cuauhtetec," 99°04'52.759"" W","19°11'39.365"" N",2693,270,134,136,7,2,5,263,132,131,254,127,127,222,109,113,201,99,102,189,94,95,13,7,6,28,16,12,34,17,17,21,10,11,12,5,7,43,19,24,76,15,7,8
09,Ciudad de México,009,Milpa Alta,0189,Huitlalpa," 99°04'49.468"" W","19°11'33.084"" N",2699,59,35,24,3,2,1,56,33,23,52,30,22,44,25,19,41,24,17,39,23,16,6,3,3,6,5,1,7,5,2,3,1,2,2,1,1,10,6,4,19,6,3,3
09,Ciudad de México,009,Milpa Alta,0191,Texcolipan," 99°03'33.372"" W","19°13'03.118"" N",2561,15,8,7,0,0,0,15,8,7,14,8,6,14,8,6,13,7,6,12,7,5,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,4,1,0,1
09,Ciudad de México,009,Milpa Alta,0192,Tetzmititla," 99°03'23.124"" W","19°12'28.340"" N",2572,33,17,16,2,1,1,31,16,15,30,16,14,25,14,11,25,14,11,23,12,11,1,0,1,5,2,3,3,1,2,0,0,0,2,2,0,6,3,3,12,1,0,1
09,Ciudad de México,009,Milpa Alta,0195,Tlaxiomulco," 99°02'17.899"" W","19°11'28.763"" N",2524,143,76,67,6,3,3,137,73,64,133,71,62,107,56,51,96,50,46,87,43,44,6,4,2,24,13,11,27,15,12,11,6,5,9,7,2,15,8,7,42,8,4,4
09,Ciudad de México,009,Milpa Alta,0198,Tecoloxtitla," 99°00'44.205"" W","19°10'54.801"" N",2517,158,74,84,8,5,3,150,69,81,144,66,78,126,59,67,116,52,64,106,47,59,8,3,5,16,7,9,18,10,8,10,7,3,10,5,5,15,4,11,41,10,2,8
09,Ciudad de México,009,Milpa Alta,0199,Tapalaco (Amacapultitla)," 99°00'10.948"" W","19°10'13.155"" N",2709,81,38,43,3,3,0,78,35,43,74,35,39,62,27,35,61,27,34,57,26,31,4,0,4,12,8,4,7,6,1,1,0,1,4,1,3,11,5,6,20,6,3,3
09,Ciudad de México,009,Milpa Alta,0200,Teacalco," 99°03'39.811"" W","19°11'57.183"" N",2489,25,14,11,1,0,1,24,14,10,24,14,10,20,12,8,17,10,7,17,10,7,0,0,0,4,2,2,5,3,2,3,2,1,0,0,0,2,1,1,9,1,1,0
09,Ciudad de México,009,Milpa Alta,0202,Cuauhzontlipan," 99°03'44.628"" W","19°12'49.379"" N",2585,103,47,56,6,2,4,97,45,52,95,45,50,84,40,44,77,37,40,71,33,38,6,4,2,7,1,6,12,4,8,7,3,4,6,4,2,17,6,11,27,8,5,3
09,Ciudad de México,009,Milpa Alta,0203,Huepaltepec," 99°04'25.860"" W","19°12'44.941"" N",2602,74,38,36,3,2,1,71,36,35,68,34,34,55,27,28,52,26,26,47,24,23,4,2,2,12,7,5,12,5,7,3,1,2,5,2,3,7,4,3,20,2,1,1
09,Ciudad de México,009,Milpa Alta,0204,Mecatlán (Rancho el Refugio)," 99°05'01.251"" W","19°12'36.370"" N",2631,61,29,32,3,2,1,58,27,31,56,26,30,49,24,25,46,23,23,41,20,21,2,1,1,7,2,5,8,3,5,3,1,2,5,3,2,7,3,4,18,8,2,6
09,Ciudad de México,009,Milpa Alta,0205,Tecupilco (Kilómetro 17.5)," 99°03'02.577"" W","19°13'05.842"" N",2438,124,79,45,6,4,2,118,75,43,114,72,42,100,62,38,88,53,35,83,50,33,4,3,1,14,10,4,25,18,7,12,9,3,5,3,2,12,5,7,37,8,6,2
09,Ciudad de México,009,Milpa Alta,0206,Xaxalpa," 99°02'57.874"" W","19°12'59.893"" N",2443,141,71,70,5,4,1,136,67,69,133,65,68,119,57,62,112,54,58,100,49,51,4,3,1,13,7,6,16,9,7,7,3,4,12,5,7,19,8,11,41,9,6,3
09,Ciudad de México,009,Milpa Alta,0207,Xaltepetitla," 99°02'36.999"" W","19°12'56.301"" N",2479,61,28,33,3,2,1,58,26,32,57,26,31,52,24,28,51,24,27,47,23,24,2,1,1,4,1,3,5,1,4,1,0,1,4,1,3,10,3,7,17,6,2,4
09,Ciudad de México,009,Milpa Alta,0208,Tetecolok," 99°03'14.848"" W","19°12'45.601"" N",2562,88,47,41,8,3,5,80,44,36,77,44,33,69,38,31,65,35,30,59,32,27,4,1,3,7,5,2,9,7,2,4,3,1,6,3,3,18,11,7,28,10,6,4
09,Ciudad de México,009,Milpa Alta,0210,Santa Rosa," 99°00'11.590"" W","19°13'32.983"" N",2339,187,94,93,8,4,4,179,90,89,174,88,86,139,73,66,127,65,62,117,60,57,10,2,8,30,15,15,36,19,17,12,8,4,10,5,5,16,9,7,53,17,9,8
09,Ciudad de México,009,Milpa Alta,0211,Olla de Piedra," 99°00'11.300"" W","19°13'27.428"" N",2326,126,62,64,8,5,3,118,57,61,115,57,58,102,50,52,94,48,46,82,43,39,4,1,3,12,6,6,18,6,12,8,2,6,12,5,7,14,8,6,39,7,4,3
09,Ciudad de México,009,Milpa Alta,0213,El Zapote (Techultepec)," 99°00'19.020"" W","19°12'40.647"" N",2321,66,32,34,3,2,1,63,30,33,63,30,33,46,22,24,41,19,22,37,19,18,1,0,1,16,8,8,17,8,9,5,3,2,4,0,4,4,1,3,14,4,1,3
09,Ciudad de México,009,Milpa Alta,0214,Maxulco (Barrio Cruztitla)," 99°00'12.369"" W","19°12'33.719"" N",2313,222,114,108,10,7,3,212,107,105,204,102,102,175,88,87,161,85,76,148,77,71,16,8,8,21,11,10,26,8,18,14,3,11,13,8,5,27,13,14,68,17,10,7
09,Ciudad de México,009,Milpa Alta,0215,Tecoxpa (El Pirul)," 99°00'38.011"" W","19°12'25.264"" N",2358,11,6,5,1,0,1,10,6,4,10,6,4,8,5,3,7,5,2,7,5,2,0,0,0,2,1,1,2,1,1,1,0,1,0,0,0,1,1,0,3,2,2,0
09,Ciudad de México,009,Milpa Alta,0216,Santa Martha Cosalan," 99°01'24.337"" W","19°12'12.746"" N",2387,98,52,46,6,5,1,92,47,45,89,46,43,75,37,38,71,36,35,67,33,34,6,2,4,11,8,3,9,5,4,4,1,3,4,3,1,9,4,5,23,14,8,6
09,Ciudad de México,009,Milpa Alta,0217,Zacuaztitla," 98°58'58.442"" W","19°12'10.493"" N",2302,413,198,215,23,11,12,390,187,203,367,176,191,312,154,158,295,143,152,271,134,137,32,17,15,46,16,30,50,24,26,17,11,6,24,9,15,66,31,35,111,24,12,12
09,Ciudad de México,009,Milpa Alta,0219,Omaxa," 99°05'39.405"" W","19°11'04.745"" N",2855,191,99,92,7,5,2,184,94,90,176,89,87,152,83,69,140,75,65,128,67,61,12,6,6,20,5,15,22,11,11,12,8,4,12,8,4,22,15,7,52,17,10,7
09,Ciudad de México,009,Milpa Alta,0222,Ahuatitla (Ixmatunco)," 99°04'55.346"" W","19°11'05.928"" N",2802,47,28,19,2,1,1,45,27,18,44,26,18,37,20,17,34,19,15,32,18,14,1,1,0,7,6,1,9,6,3,3,1,2,2,1,1,8,5,3,15,2,1,1
09,Ciudad de México,009,Milpa Alta,0223,Texacazintla (Xacalixpa)," 99°04'43.612"" W","19°10'40.491"" N",2867,111,56,55,4,2,2,107,54,53,105,52,53,90,43,47,81,38,43,75,34,41,5,4,1,12,7,5,17,10,7,9,5,4,6,4,2,12,5,7,32,8,2,6
09,Ciudad de México,009,Milpa Alta,0224,Chichilesca," 99°04'03.627"" W","19°10'37.568"" N",2792,207,106,101,13,9,4,194,97,97,186,93,93,168,84,84,152,75,77,140,69,71,11,5,6,15,8,7,24,14,10,16,9,7,12,6,6,29,11,18,60,16,9,7
09,Ciudad de México,009,Milpa Alta,0226,Calle Capulines," 99°03'33.196"" W","19°11'51.999"" N",2504,13,5,8,0,0,0,13,5,8,13,5,8,12,4,8,12,4,8,12,4,8,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,0,2,2,2,2,0
09,Ciudad de México,009,Milpa Alta,0227,Temalacatl," 99°03'27.259"" W","19°11'41.072"" N",2534,46,23,23,4,3,1,42,20,22,40,19,21,29,15,14,29,15,14,28,14,14,3,1,2,10,4,6,7,3,4,0,0,0,1,1,0,6,3,3,13,1,0,1
09,Ciudad de México,009,Milpa Alta,0228,Temoayan," 99°03'24.510"" W","19°11'47.616"" N",2511,12,4,8,0,0,0,12,4,8,12,4,8,12,4,8,12,4,8,12,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,4,0,0,0
09,Ciudad de México,009,Milpa Alta,0229,Prolongación Xolotl," 99°03'20.821"" W","19°11'35.636"" N",2548,20,7,13,1,0,1,19,7,12,13,6,7,12,6,6,12,6,6,12,6,6,6,1,5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0
09,Ciudad de México,009,Milpa Alta,0233,Las Cruces Parte Alta (Tehuepanco)," 99°02'23.051"" W","19°10'28.259"" N",2700,166,82,84,3,0,3,163,82,81,154,78,76,131,65,66,123,59,64,108,53,55,12,6,6,20,11,9,22,14,8,8,6,2,15,6,9,12,5,7,41,18,11,7
09,Ciudad de México,009,Milpa Alta,0234,Cuacualipa," 99°02'03.333"" W","19°10'14.264"" N",2717,36,17,19,1,0,1,35,17,18,34,17,17,30,14,16,29,13,16,29,13,16,1,0,1,4,3,1,4,3,1,1,1,0,0,0,0,8,2,6,11,2,0,2
09,Ciudad de México,009,Milpa Alta,0235,Tehuistitla," 99°02'17.121"" W","19°10'12.776"" N",2726,88,45,43,3,2,1,85,43,42,81,42,39,64,33,31,58,30,28,56,30,26,5,2,3,16,8,8,16,7,9,6,3,3,2,0,2,7,6,1,25,2,2,0
09,Ciudad de México,009,Milpa Alta,0236,Cuaxaltepec," 99°02'12.874"" W","19°10'03.357"" N",2767,10,5,5,0,0,0,10,5,5,10,5,5,8,4,4,8,4,4,8,4,4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,2,2,1,1
09,Ciudad de México,009,Milpa Alta,0239,Tecpallo," 98°59'26.231"" W","19°11'49.842"" N",2383,70,37,33,3,2,1,67,35,32,66,35,31,59,30,29,55,28,27,50,26,24,2,1,1,6,4,2,8,4,4,4,2,2,5,2,3,6,3,3,20,6,3,3
09,Ciudad de México,009,Milpa Alta,0241,Loma Bonita," 98°59'16.806"" W","19°10'28.111"" N",2601,64,35,29,0,0,0,64,35,29,63,34,29,56,29,27,50,27,23,42,23,19,1,1,0,7,5,2,10,5,5,6,2,4,8,4,4,4,2,2,21,4,1,3
09,Ciudad de México,009,Milpa Alta,0242,Cuacuahotlipa," 98°59'13.770"" W","19°10'05.892"" N",2657,300,148,152,9,4,5,291,144,147,283,141,142,237,121,116,221,112,109,201,103,98,15,6,9,39,17,22,45,21,24,16,9,7,20,9,11,44,23,21,86,23,14,9
09,Ciudad de México,009,Milpa Alta,0243,Nacatulatlaxco," 98°59'29.911"" W","19°10'02.183"" N",2663,20,10,10,0,0,0,20,10,10,20,10,10,17,8,9,15,8,7,13,7,6,2,2,0,1,0,1,2,0,2,2,0,2,2,1,1,1,0,1,5,3,2,1
09,Ciudad de México,009,Milpa Alta,0244,Tlacoxpa (Teshutla)," 98°59'22.280"" W","19°09'55.431"" N",2665,31,13,18,2,1,1,29,12,17,28,12,16,25,11,14,24,11,13,22,10,12,1,0,1,3,1,2,3,1,2,1,0,1,2,1,1,4,2,2,6,3,2,1
09,Ciudad de México,009,Milpa Alta,0245,Citlalcuac (Rancho el Paraíso Perdido)," 99°05'44.390"" W","19°12'01.052"" N",2654,114,53,61,2,1,1,112,52,60,106,51,55,84,38,46,70,33,37,60,29,31,8,3,5,20,11,9,26,12,14,14,5,9,10,4,6,17,7,10,31,1,0,1
09,Ciudad de México,009,Milpa Alta,0246,Atoctenco (Prolongación Niños Héroes)," 99°05'12.133"" W","19°12'00.129"" N",2630,140,61,79,4,0,4,136,61,75,132,60,72,119,56,63,102,48,54,96,45,51,5,1,4,12,4,8,24,10,14,17,8,9,6,3,3,11,1,10,35,10,4,6
09,Ciudad de México,009,Milpa Alta,0248,Paraje Huicalco," 99°03'36.510"" W","19°12'36.541"" N",2580,111,55,56,4,3,1,107,52,55,105,50,55,93,45,48,84,40,44,77,37,40,2,2,0,12,5,7,17,7,10,9,5,4,7,3,4,14,6,8,31,8,3,5
09,Ciudad de México,009,Milpa Alta,0249,Los Aguilar," 99°04'35.280"" W","19°12'22.849"" N",2647,11,7,4,0,0,0,11,7,4,11,7,4,11,7,4,11,7,4,11,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,1
09,Ciudad de México,009,Milpa Alta,0250,Tetexaloca," 99°03'41.412"" W","19°11'19.183"" N",2626,25,14,11,0,0,0,25,14,11,24,13,11,21,12,9,20,12,8,19,11,8,2,1,1,2,1,1,2,1,1,1,0,1,1,1,0,5,4,1,10,0,0,0
09,Ciudad de México,009,Milpa Alta,0251,Prolongación Justo Sierra," 99°03'30.913"" W","19°12'04.772"" N",2469,48,30,18,3,2,1,45,28,17,43,26,17,37,21,16,36,20,16,33,18,15,3,2,1,5,5,0,4,4,0,1,1,0,3,2,1,9,5,4,15,4,2,2
09,Ciudad de México,009,Milpa Alta,0252,Acatlahuco," 99°03'43.824"" W","19°10'51.714"" N",2704,95,47,48,3,1,2,92,46,46,90,45,45,83,40,43,77,37,40,74,36,38,4,3,1,5,3,2,10,5,5,6,3,3,3,1,2,14,7,7,27,5,2,3
09,Ciudad de México,009,Milpa Alta,0253,Xalmoyo," 99°05'54.183"" W","19°11'10.575"" N",2830,95,49,46,8,2,6,87,47,40,86,46,40,72,39,33,70,37,33,65,36,29,3,2,1,12,6,6,10,6,4,2,2,0,5,1,4,14,7,7,25,9,6,3
09,Ciudad de México,009,Milpa Alta,0254,Oluca," 99°06'11.001"" W","19°11'39.193"" N",2713,367,175,192,7,3,4,360,172,188,348,166,182,307,148,159,281,139,142,256,130,126,20,10,10,33,14,19,45,17,28,26,9,17,25,9,16,43,23,20,108,22,14,8
09,Ciudad de México,009,Milpa Alta,0256,Tlalcoxtepec," 99°04'56.952"" W","19°12'00.891"" N",2598,221,99,122,10,4,6,211,95,116,200,90,110,168,79,89,156,74,82,145,70,75,21,8,13,22,8,14,28,10,18,12,5,7,11,4,7,22,11,11,59,15,7,8
09,Ciudad de México,009,Milpa Alta,0257,Camino Viejo a Santa Cruz," 99°04'02.221"" W","19°12'43.118"" N",2573,78,43,35,5,5,0,73,38,35,68,36,32,55,29,26,49,26,23,44,24,20,6,3,3,12,6,6,16,7,9,6,3,3,5,2,3,9,5,4,21,3,1,2
09,Ciudad de México,009,Milpa Alta,0264,Panuca (Cuatexoxoco)," 98°59'43.138"" W","19°09'57.017"" N",2730,49,24,25,1,1,0,48,23,25,44,20,24,39,18,21,38,17,21,35,17,18,5,3,2,4,2,2,3,2,1,1,1,0,3,0,3,6,5,1,12,6,2,4
09,Ciudad de México,009,Milpa Alta,0265,Tlaltepec (Tlacoxtepec)," 99°00'21.708"" W","19°11'08.322"" N",2471,107,60,47,6,5,1,101,55,46,99,53,46,91,46,45,89,45,44,81,42,39,3,3,0,7,6,1,8,7,1,2,1,1,8,3,5,19,8,11,30,10,5,5
09,Ciudad de México,009,Milpa Alta,0266,Chimeo (Las Palmas)," 99°00'36.932"" W","19°13'19.475"" N",2425,146,70,76,4,3,1,142,67,75,131,62,69,109,53,56,102,50,52,95,46,49,16,6,10,17,8,9,16,8,8,7,3,4,7,4,3,27,11,16,40,9,5,4
09,Ciudad de México,009,Milpa Alta,0268,Moxala," 99°00'52.176"" W","19°12'26.308"" N",2381,161,74,87,7,4,3,154,70,84,147,68,79,122,58,64,108,53,55,101,50,51,10,4,6,22,8,14,31,12,19,14,5,9,7,3,4,16,9,7,41,12,8,4
09,Ciudad de México,009,Milpa Alta,0269,El Cerrito," 98°59'18.682"" W","19°12'40.733"" N",2257,236,113,123,14,10,4,222,103,119,211,99,112,182,86,96,169,80,89,158,76,82,14,5,9,26,12,14,34,15,19,13,6,7,11,4,7,29,12,17,60,17,11,6
09,Ciudad de México,009,Milpa Alta,0271,San Miguel (Tecoxomayehualtitla)," 99°00'20.233"" W","19°10'01.684"" N",2781,34,17,17,1,1,0,33,16,17,32,15,17,28,13,15,27,13,14,25,12,13,2,1,1,3,2,1,4,2,2,1,0,1,2,1,1,5,2,3,8,4,1,3
09,Ciudad de México,009,Milpa Alta,0274,Tlalmanco (Prolongación Benito Juárez)," 98°59'55.219"" W","19°09'52.078"" N",2781,12,4,8,1,0,1,11,4,7,10,3,7,7,3,4,7,3,4,7,3,4,2,1,1,2,0,2,2,0,2,0,0,0,0,0,0,2,1,1,2,0,0,0
09,Ciudad de México,009,Milpa Alta,0275,Tlalcocomoya," 99°02'37.194"" W","19°10'19.858"" N",2757,38,20,18,1,0,1,37,20,17,34,18,16,28,15,13,27,15,12,25,14,11,4,2,2,5,3,2,4,2,2,1,0,1,2,1,1,3,1,2,13,3,1,2
09,Ciudad de México,009,Milpa Alta,0276,Paraje Tatazquiopa," 99°02'41.276"" W","19°10'17.721"" N",2768,27,14,13,1,0,1,26,14,12,24,13,11,19,10,9,18,10,8,17,10,7,2,1,1,5,3,2,6,3,3,1,0,1,1,0,1,4,2,2,6,1,1,0
09,Ciudad de México,009,Milpa Alta,0277,Atoctenco," 99°02'52.522"" W","19°12'56.363"" N",2457,546,280,266,17,10,7,529,270,259,513,263,250,437,221,216,402,207,195,374,196,178,29,14,15,63,35,28,76,34,42,35,14,21,28,11,17,71,39,32,158,41,23,18
09,Ciudad de México,009,Milpa Alta,0278,Tecamac," 99°02'01.859"" W","19°11'34.827"" N",2477,63,35,28,2,0,2,61,35,26,57,33,24,47,25,22,43,23,20,38,19,19,6,4,2,8,6,2,10,6,4,4,2,2,5,4,1,6,5,1,17,5,1,4
09,Ciudad de México,009,Milpa Alta,0280,Teutlalpa," 99°03'26.360"" W","19°12'37.264"" N",2569,11,7,4,1,0,1,10,7,3,8,5,3,7,4,3,6,4,2,6,4,2,3,3,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0
09,Ciudad de México,009,Milpa Alta,0281,Zihuantemohuayan," 99°03'26.855"" W","19°12'50.178"" N",2577,27,16,11,1,1,0,26,15,11,26,15,11,21,12,9,20,12,8,19,11,8,0,0,0,5,3,2,4,2,2,1,0,1,1,1,0,4,2,2,7,6,4,2
09,Ciudad de México,009,Milpa Alta,0282,Las Abejas," 99°04'33.415"" W","19°12'32.918"" N",2623,20,11,9,2,1,1,18,10,8,16,8,8,14,8,6,14,8,6,12,7,5,2,2,0,2,0,2,2,0,2,0,0,0,2,1,1,2,1,1,6,2,1,1
09,Ciudad de México,009,Milpa Alta,0283,Tlatzala," 99°03'16.305"" W","19°12'37.394"" N",2520,50,27,23,2,1,1,48,26,22,47,26,21,40,20,20,31,18,13,28,17,11,2,0,2,6,6,0,14,7,7,9,2,7,3,1,2,4,4,0,17,2,0,2
09,Ciudad de México,009,Milpa Alta,0284,Tetzompa," 99°00'48.798"" W","19°12'21.620"" N",2368,66,34,32,3,3,0,63,31,32,61,29,32,50,23,27,48,23,25,42,19,23,3,2,1,10,6,4,9,4,5,2,0,2,6,4,2,7,3,4,19,2,1,1
09,Ciudad de México,009,Milpa Alta,0285,Tuzanco (La Joya)," 99°05'17.871"" W","19°12'04.401"" N",2619,351,179,172,18,8,10,333,171,162,320,161,159,282,139,143,265,133,132,240,125,115,16,12,4,35,20,15,50,24,26,17,6,11,25,8,17,44,25,19,109,17,9,8
